"X","Barri","Area","Habitacions","Lavabos","Preu","Immobiliaria","ConsumoEtiqueta","ConsumokW","EmisionesEtiqueta","Emisioneskg","Data.anunci","Aire_acondicionat","Moblat","Any_construccio","Calefaccio","Transport_public_proper","Llar_de_foc","Obra_nova","Piscina_propia","Plaza_parking","Ascensor","Equipamient_esportiu","Jardi_comunitari","Piscina_comunitaria","Vigilancia","Districte","Preu_m2"
1491,"La Sagrera",102,4,2,245000,"Hp Real Estate","G",999,"G",999,2022-03-30,"No","No",1967,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",2401.96078431373
1493,"Glòries El Parc",110,2,2,499000,"GESTIO INMOBILIARIA TURO, S.L.","D",218,"D",57,2022-04-08,"No","No",1936,"No","No","No","No","No","No","No","No","No","No","No","Sant Marti",4536.36363636364
1494,"Besòs - Maresme",93,3,1,320000,"DON PISO RAMBLA PRIM","E",999,"G",999,2022-01-18,"Yes","No",1979,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3440.86021505376
1495,"Sant Andreu",76,4,2,280000,"Plaza Libertad Gestión Inmobiliaria","E",111,"D",23,2022-04-01,"No","No",1980,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3684.21052631579
1496,"Dreta de l´Eixample",162,5,1,695000,"donpiso BCN Maragall","E",999,"G",999,2022-04-09,"No","No",1925,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4290.12345679012
1501,"Hostafrancs",73,1,1,345000,"BUSQUETS GALVEZ","G",999,"G",999,2022-01-31,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4726.02739726027
1503,"Prosperitat",79,3,1,180000,"Tecnocasa Desarrollo Via Julia","E",181,"E",38,2022-04-01,"Yes","Yes",1970,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2278.48101265823
1506,"La Salut",158,4,2,495000,"FINQUES GIRAMON","G",999,"G",999,2022-02-06,"Yes","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Gracia",3132.91139240506
1507,"Sarrià",70,3,1,310000,"GESTIO INMOBILIARIA TURO, S.L.","E",205,"E",43,2022-04-08,"No","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4428.57142857143
1508,"Sant Andreu",70,3,1,159500,"Domum.Cat","G",999,"G",999,2022-04-01,"Yes","No",1976,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",2278.57142857143
1509,"Baix Guinardó",110,3,2,339000,"Housfy Real Estate","F",238,"F",50,2022-04-09,"No","Yes",1964,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3081.81818181818
1510,"Vila de Gràcia",146,3,2,339000,"Housfy Real Estate","G",251,"F",53,2022-04-09,"No","No",1964,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",2321.91780821918
1513,"Dreta de l´Eixample",46,1,1,260000,"ACBAR REAL ESTATE","G",999,"G",999,2022-03-17,"No","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5652.17391304348
1515,"Esquerra Baixa de l´Eixample",101,2,2,440640,"Baba Barcelona","G",296,"G",61,2022-03-26,"No","No",1960,"Yes","Yes","No","No","No","No","No","No","No","No","No","Eixample",4362.77227722772
1518,"Gòtic",105,2,2,790000,"Amat. Barcelona - Habitatges","E",126,"E",24,2022-04-09,"Yes","No",1968,"Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Ciutat Vella",7523.80952380952
1519,"Baix Guinardó",203,4,3,675000,"La Primera - Ventas - Monapart","G",999,"G",999,2022-04-06,"No","No",2019,"Yes","No","No","No","No","No","Yes","No","Yes","No","No","Horta Guinardo",3325.12315270936
1520,"Baix Guinardó",113,3,3,515000,"La Primera - Ventas - Monapart","A",30,"A",5,2022-04-06,"Yes","No",2019,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Horta Guinardo",4557.52212389381
1524,"La Marina-Montjuïc",65,2,1,179000,"Pisos La Marina","G",999,"G",999,2022-03-21,"Yes","No",1960,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2753.84615384615
1528,"Sant Genís dels Agudells",62,2,1,310000,"Amat. Barcelona - Habitatges","G",999,"G",999,2022-04-09,"Yes","No",2022,"Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Horta Guinardo",5000
1529,"El Clot",90,3,2,439350,"Amat. Barcelona - Habitatges","G",999,"G",999,2022-04-09,"Yes","No",2021,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",4881.66666666667
1542,"Gòtic",63,1,1,230000,"Dr. House Immo Spain","E",27,"E",139,2022-04-07,"No","Yes",2000,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3650.79365079365
1552,"Fort Pienc",110,3,2,480000,"House Server Barcelona","D",102,"D",17,2022-04-07,"Yes","No",2014,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Eixample",4363.63636363636
1553,"Sant Gervasi - Galvany",100,3,1,538500,"ASESORIA REAL ESTATE ATLANTIDA","D",98,"D",98,2022-04-08,"Yes","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",5385
1555,"Esquerra Alta de l´Eixample",141,4,2,725000,"Modus","E",121,"E",26,2022-04-06,"Yes","No",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5141.84397163121
1556,"Sant Antoni",110,4,2,530000,"ANDOR HOME","E",133,"E",26,2022-04-06,"Yes","No",1973,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4818.18181818182
1557,"St. Pere - Sta. Caterina - El Born",80,2,2,375000,"First Line Houses","G",999,"G",999,2022-04-09,"Yes","No",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",4687.5
1558,"Esquerra Baixa de l´Eixample",63,2,2,475000,"Grupo ATO Immobles","C",65,"C",11,2022-04-05,"Yes","No",2021,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",7539.68253968254
1560,"Sant Andreu",68,3,1,212000,"DOLÇA LLAR","G",999,"G",999,2022-04-01,"No","No",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3117.64705882353
1562,"Sant Gervasi - Bonanova",131,5,2,450000,"AJAX BCN PROPERTIES","E",101,"E",47,2022-02-17,"No","No",1950,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",3435.11450381679
1564,"Ciutat Meridiana",79,3,1,131500,"IMMOCLAU","E",134,"E",28,2022-03-23,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",1664.55696202532
1565,"Sants",80,2,1,395000,"ANDOR HOME","E",117,"E",29,2022-01-20,"Yes","No",2008,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4937.5
1567,"Vila de Gràcia",82,3,1,330000,"La Casa Vostra","G",999,"G",999,2022-03-24,"Yes","No",1975,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",4024.39024390244
1568,"Esquerra Baixa de l´Eixample",67,2,1,270000,"CENTURY 21 ARS","E",179,"E",37,2022-04-07,"Yes","No",1930,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4029.85074626866
1569,"Raval",88,3,2,285000,"FINQUES BOU","C",63,"C",12,2022-02-14,"No","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3238.63636363636
1573,"Camp d´en Grassot - Gràcia N.",73,3,2,335000,"CLIKALIA","F",524,"F",38,2022-04-07,"Yes","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Gracia",4589.04109589041
1574,"Camp de l´Arpa",60,1,1,150000,"La Casa Agency - Punt Sant Pau","G",999,"G",999,2021-11-02,"No","No",1980,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2500
1575,"Esquerra Alta de l´Eixample",79,2,1,430000,"GRUP HABITAT","G",999,"G",999,2022-04-05,"No","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5443.03797468354
1577,"Les Corts",142,3,2,885000,"Setclaus","G",999,"G",999,2022-02-23,"Yes","No",1967,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",6232.39436619718
1582,"Sagrada Família",110,5,2,395000,"Servicios De Intermediación Financiera La Casa Gru","E",999,"E",99,2021-12-30,"No","No",1967,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3590.90909090909
1587,"Poble Sec",104,4,2,323000,"Bb Gestion 79","F",226,"E",45,2022-02-27,"Yes","Yes",1972,"No","No","No","No","No","Yes","Yes","No","No","No","No","Sants Montjuic",3105.76923076923
1589,"Sant Andreu",103,4,2,469000,"DOLÇA LLAR","G",999,"G",999,2022-03-02,"Yes","No",2001,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4553.39805825243
1594,"La Sagrera",98,4,2,340000,"Fincas San Andres","E",148,"E",31,2022-04-05,"No","Yes",1999,"Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Sant Andreu",3469.38775510204
1595,"Vila de Gràcia",83,4,1,365000,"TSI Grup","G",999,"G",999,2022-04-08,"No","No",1930,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",4397.59036144578
1596,"Sants",85,4,1,289000,"ANDOR HOME","F",234,"E",48,2022-02-03,"Yes","No",1960,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3400
1597,"Esquerra Baixa de l´Eixample",157,4,2,655000,"Baba Barcelona","G",229,"G",59,2022-03-26,"No","No",1960,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4171.97452229299
1598,"Horta",314,5,3,580000,"Eix Habitat","E",40,"E",40,2022-04-08,"Yes","No",1972,"Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","Horta Guinardo",1847.13375796178
1600,"Bon Pastor",56,2,1,1e+05,"Housfy Real Estate","F",239,"E",49,2022-04-09,"Yes","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",1785.71428571429
1601,"Poble Sec",68,3,1,220000,"Housfy Real Estate","E",119,"E",30,2022-04-09,"No","No",1900,"No","No","No","No","No","No","No","No","No","No","No","Sants Montjuic",3235.29411764706
1602,"St. Pere - Sta. Caterina - El Born",85,2,1,329000,"Housfy Real Estate","G",315,"G",77,2022-04-09,"Yes","Yes",1845,"No","No","No","No","No","No","No","No","No","No","No","Ciutat Vella",3870.58823529412
1603,"Guinardó",135,3,2,365000,"Finques Mixoy","E",175,"E",36,2022-03-16,"Yes","No",2001,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",2703.7037037037
1608,"Sagrada Família",110,3,2,590000,"ALMA REHABITAT","G",338,"G",71,2022-02-18,"Yes","No",1948,"Yes","No","No","Yes","No","No","Yes","No","No","No","No","Eixample",5363.63636363636
1609,"Provençals del Poblenou",64,3,1,129000,"Sinland","G",999,"G",999,2022-03-04,"No","No",1966,"No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Sant Marti",2015.625
1610,"Camp d´en Grassot - Gràcia N.",52,2,1,269000,"CAMPS HABITAT","G",349,"G",67,2022-04-06,"No","No",1936,"Yes","Yes","No","No","No","No","No","No","No","No","No","Gracia",5173.07692307692
1611,"Camp d´en Grassot - Gràcia N.",98,4,2,370000,"Zoe Real Estate Bcn","E",131,"E",34,2022-04-04,"No","Yes",1966,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",3775.51020408163
1616,"Fort Pienc",75,3,2,417000,"Cleries-Casp","E",133,"E",27,2022-03-17,"No","No",1970,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Eixample",5560
1617,"Sant Genís dels Agudells",101,3,3,590000,"Amat. Barcelona - Habitatges","G",999,"G",999,2022-04-09,"Yes","No",2022,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",5841.58415841584
1621,"Glòries El Parc",66,2,1,310000,"Xela Properties Real Estate","G",408,"G",86,2022-04-09,"Yes","No",1970,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4696.9696969697
1625,"Dreta de l´Eixample",95,2,2,725000,"Fincas Nuñez","G",999,"G",999,2022-03-31,"Yes","No",2005,"Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Eixample",7631.57894736842
1627,"Guinardó",107,2,1,360000,"Roberto Rubio - Monapart","G",999,"G",999,2022-04-05,"Yes","No",1955,"Yes","No","No","No","No","No","No","No","No","No","No","Horta Guinardo",3364.48598130841
1638,"El Clot",87,3,2,464600,"Amat. Barcelona - Habitatges","G",999,"G",999,2022-04-09,"Yes","No",2021,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",5340.22988505747
1639,"Turó de la Peira - Can Peguera",60,3,1,118000,"DEZA CONSULTORS","G",999,"G",999,2022-03-21,"No","Yes",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",1966.66666666667
1647,"Esquerra Baixa de l´Eixample",75,2,1,399500,"Dupont Estate","D",119,"D",30,2022-02-26,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5326.66666666667
1648,"Esquerra Alta de l´Eixample",118,3,2,820000,"Ànima Living","G",999,"G",999,2022-03-29,"Yes","No",2022,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Eixample",6949.15254237288
1651,"Sant Martí",82,3,1,235000,"LA CASA AGENCY - PUNTO BADAL","F",999,"F",99,2022-04-06,"No","No",1979,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2865.85365853659
1652,"Esquerra Alta de l´Eixample",137,4,3,580000,"ENGEL & VOELKERS","E",118,"E",25,2022-03-22,"No","No",1954,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4233.57664233577
1654,"Sant Antoni",99,3,1,380000,"Inmocatalonia","E",146,"E",30,2022-04-08,"Yes","No",1957,"Yes","No","No","No","No","No","Yes","Yes","No","No","No","Eixample",3838.38383838384
1655,"Vallcarca - Penitents",184,5,2,699000,"KECONDAL REAL ESTATE","E",203,"E",46,2022-04-06,"Yes","No",1969,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Gracia",3798.91304347826
1656,"La Verneda - La Pau",96,3,2,285000,"Estudi Projecte Rambla Prim S.L.U.","G",999,"G",999,2022-04-07,"No","No",1999,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2968.75
1661,"Horta",90,4,2,529000,"TEMPLE IMMOBILIÀRIA","E",108,"E",48,2022-01-18,"Yes","No",2006,"Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Horta Guinardo",5877.77777777778
1662,"Fort Pienc",95,3,1,350000,"Plaza Libertad Gestión Inmobiliaria","E",152,"E",31,2022-03-08,"Yes","Yes",1925,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3684.21052631579
1664,"Gòtic",134,3,2,795000,"Habita Barcelona","C",45,"B",8,2022-04-05,"Yes","Yes",1948,"Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Ciutat Vella",5932.83582089552
1667,"Sant Gervasi - Galvany",84,1,1,275000,"ENGEL & VOELKERS","E",152,"E",25,2022-03-22,"Yes","No",2009,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",3273.80952380952
1669,"Gòtic",150,4,2,690000,"FORWEX HOMES IMMOBILIARIA","E",163,"E",34,2022-03-25,"Yes","No",1800,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4600
1670,"Fort Pienc",80,3,3,639823,"AUTANA properties","B",35,"B",6,2022-04-07,"Yes","No",2021,"Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","Eixample",7997.7875
1671,"Porta",66,3,1,209000,"PUNT SAGRADA FAMILIA, S.L.","E",122,"E",22,2021-11-02,"Yes","Yes",1963,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",3166.66666666667
1673,"Bon Pastor",80,3,1,179900,"INVERSIONES INMOBILIARIAS Y FINANCIERAS SANT ANDR","G",212,"F",44,2022-04-04,"No","No",1978,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",2248.75
1675,"Dreta de l´Eixample",140,4,2,672000,"REVEL","G",999,"G",999,2022-03-08,"No","No",1900,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4800
1676,"Sagrada Família",85,4,2,369000,"Tecnocasa Estudi Marina 311","G",999,"G",999,2022-03-16,"Yes","Yes",1975,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4341.17647058824
1679,"Navas",109,4,2,350000,"FINQUES LEMI","G",999,"G",999,2022-03-24,"Yes","No",1981,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3211.00917431193
1680,"Dreta de l´Eixample",86,2,1,420000,"Atico/Noramarti","E",146,"E",30,2022-04-07,"Yes","No",1926,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4883.72093023256
1683,"Vila de Gràcia",91,3,1,425000,"HOMIM","E",186,"E",39,2022-03-25,"No","No",1964,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",4670.32967032967
1685,"Putget - Farró",54,1,1,257000,"Webhouse Santgervasi","G",999,"G",999,2022-04-05,"Yes","No",1968,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Sarria Sant Gervasi",4759.25925925926
1686,"Sant Gervasi - Galvany",175,5,2,840000,"Webhouse Santgervasi","G",999,"G",999,2022-04-05,"Yes","No",1950,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Sarria Sant Gervasi",4800
1688,"Sagrada Família",90,4,2,345000,"Kiwi Bricks Barcelona","E",181,"E",38,2022-04-05,"Yes","No",1951,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Eixample",3833.33333333333
1689,"Provençals del Poblenou",92,3,2,385000,"Solfinc","D",103,"D",21,2022-03-31,"Yes","No",1988,"Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Sant Marti",4184.78260869565
1694,"Roquetes",105,4,2,215000,"Abiu Finques","G",245,"F",51,2022-04-09,"Yes","No",1960,"Yes","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2047.61904761905
1695,"Provençals del Poblenou",84,3,2,420000,"ENGEL & VOELKERS","E",160,"E",29,2022-03-22,"No","Yes",1986,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",5000
1698,"Sant Martí",104,4,2,3e+05,"house-quality","G",999,"G",999,2022-01-13,"Yes","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2884.61538461538
1699,"La Verneda - La Pau",76,3,1,169800,"LA CASA GRUP","G",999,"F",99,2022-02-15,"No","No",1966,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2234.21052631579
1700,"Sant Ramon - Maternitat",96,3,3,495000,"Mashabitat","F",239,"F",50,2022-03-24,"No","No",1974,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Les Corts",5156.25
1701,"Esquerra Baixa de l´Eixample",164,4,2,775000,"Inmomarto S.L Grupo Inmobiliario","G",999,"G",999,2022-04-01,"Yes","No",2004,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Eixample",4725.60975609756
1703,"Poble Sec",48,2,1,215000,"BCN Living","F",231,"F",48,2022-03-31,"Yes","No",1930,"Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","Sants Montjuic",4479.16666666667
1704,"Dreta de l´Eixample",120,3,2,850000,"Urban Oasis","D",95,"D",18,2022-04-08,"Yes","Yes",1910,"Yes","Yes","No","No","No","No","No","No","No","No","No","Eixample",7083.33333333333
1706,"Guinardó",157,3,3,539000,"SIMURBA","G",331,"G",69,2022-03-07,"No","No",2006,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3433.12101910828
1708,"Font d´en Fargas",52,1,1,354000,"ENTRE SUELOS","G",999,"G",999,2022-01-05,"Yes","No",2022,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",6807.69230769231
1710,"La Bordeta",83,4,1,289000,"Quali Llar","E",171,"E",36,2022-04-08,"No","No",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3481.92771084337
1713,"Badal",62,3,1,249000,"LA CASA AGENCY - ESTUDIO BUENOS AIRES","C",110,"C",110,2022-03-29,"No","Yes",1985,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4016.12903225806
1714,"Can Baró",60,2,1,280000,"Neus Alberti","G",999,"G",999,2022-04-06,"Yes","No",1956,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",4666.66666666667
1715,"Camp d´en Grassot - Gràcia N.",99,4,2,440000,"Fincas Layes","G",999,"G",999,2021-12-15,"No","No",1982,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",4444.44444444444
1718,"Poblenou",108,3,1,348000,"Fincas Diagonal","G",999,"G",999,2022-03-03,"Yes","No",1883,"Yes","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",3222.22222222222
1719,"Vilapicina - Torre Llobeta",89,3,2,199000,"Estudi Escocia","G",999,"G",999,2022-04-04,"No","No",1968,"No","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2235.95505617978
1726,"Gòtic",89,3,1,260000,"Insma properties S.L.","E",99,"E",45,2022-04-01,"No","No",1850,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2921.34831460674
1731,"Roquetes",39,1,1,75000,"Clavis Grup Via Julia","E",200,"E",21,2022-03-31,"No","No",1950,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",1923.07692307692
1732,"Barceloneta",62,3,1,320000,"Cleries-Casp","F",225,"E",47,2022-01-28,"No","No",1948,"No","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5161.29032258064
1738,"Font d´en Fargas",80,4,1,263000,"CVM Pisos","E",245,"E",23,2022-03-04,"Yes","No",1980,"Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Horta Guinardo",3287.5
1739,"Can Baró",75,3,1,268000,"MASQUEUNPISO.COM","G",999,"G",999,2022-03-25,"Yes","No",1977,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3573.33333333333
1745,"Raval",70,2,1,160000,"Finques Viser","E",148,"E",31,2022-04-07,"No","No",1900,"No","No","No","No","No","No","No","No","No","No","No","Ciutat Vella",2285.71428571429
