"X","Barri","Area","Habitacions","Lavabos","Preu","Immobiliaria","ConsumoEtiqueta","ConsumokW","EmisionesEtiqueta","Emisioneskg","Data.anunci","Aire_acondicionat","Moblat","Any_construccio","Calefaccio","Transport_public_proper","Llar_de_foc","Obra_nova","Piscina_propia","Plaza_parking","Ascensor","Equipamient_esportiu","Jardi_comunitari","Piscina_comunitaria","Vigilancia","Districte","Preu_m2"
7617,"Dreta de l´Eixample",36,1,1,325000,"ENGEL & VOELKERS","G",354,"G",62,2022-03-22,"Yes","Yes",1903,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",9027.77777777778
7623,"Sant Antoni",84,2,2,545000,"ALTING GRUPO INMOBILIARIO","G",322,"G",61,2022-02-18,"Yes","No",1890,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",6488.09523809524
7625,"Raval",59,1,1,189000,"DON PISO - HOSPITALET","G",319,"G",67,2022-03-10,"No","No",1850,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3203.38983050847
7627,"Turó de la Peira - Can Peguera",65,3,1,220000,"PUNTO BELLVITGE","E",999,"E",99,2022-03-25,"No","No",1973,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",3384.61538461538
7629,"Esquerra Alta de l´Eixample",108,3,2,650000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",153,"E",30,2022-01-29,"Yes","No",1900,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Eixample",6018.51851851852
7633,"Hostafrancs",80,2,1,344000,"The Home Hunter","G",999,"G",999,2022-04-04,"No","No",1977,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4300
7634,"St. Pere - Sta. Caterina - El Born",90,2,2,480000,"ENGEL & VOELKERS","E",156,"E",30,2022-03-22,"Yes","No",1936,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Ciutat Vella",5333.33333333333
7635,"Sagrada Família",80,3,1,294000,"Pisos-Barcelona","E",143,"E",30,2022-04-08,"No","No",1955,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3675
7636,"Baix Guinardó",87,3,2,590000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","A",22,"B",5,2022-03-23,"Yes","Yes",2016,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",6781.6091954023
7638,"Provençals del Poblenou",81,3,1,258000,"LA CASA AGENCY - PUNTO HOSPITALET","E",112,"D",15,2022-03-24,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3185.18518518519
7641,"Raval",106,2,2,475000,"CASC ANTIC BCN","G",999,"G",999,2022-03-28,"Yes","Yes",2000,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4481.1320754717
7642,"Raval",66,2,2,299000,"ENGEL & VOELKERS","E",36,"G",303,2022-03-28,"Yes","Yes",1825,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4530.30303030303
7643,"Poblenou",125,4,3,598000,"ENGEL & VOELKERS","G",270,"G",66,2022-03-29,"Yes","No",2002,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",4784
7646,"Dreta de l´Eixample",150,3,2,595000,"Inmo Metropolis Barcelona","E",187,"E",54,2022-04-08,"No","No",1952,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3966.66666666667
7647,"Taxonera",78,3,1,160000,"SIMURBA","D",87,"E",22,2022-03-14,"No","No",1980,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2051.28205128205
7648,"Camp de l´Arpa",82,2,1,375000,"AVinvestor","D",142,"D",29,2022-04-06,"Yes","No",1903,"Yes","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",4573.17073170732
7650,"Congrés - Indians",67,3,1,230000,"LA CASA AGENCY - ESTUDIO BUENOS AIRES","E",167,"E",64,2022-02-26,"Yes","No",1964,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3432.83582089552
7651,"Gòtic",135,3,3,750000,"CAMBRA DE LA PROPIETAT DE BARCELONA","E",185,"E",32,2022-01-21,"Yes","Yes",1932,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5555.55555555556
7652,"Sant Gervasi - Galvany",179,4,3,750000,"DURAN CARASSO","G",999,"G",999,2022-01-29,"Yes","No",1957,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4189.94413407821
7657,"Camp de l´Arpa",81,2,2,370000,"ENGEL & VOELKERS","G",236,"G",61,2022-04-07,"Yes","No",1930,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4567.9012345679
7658,"Raval",147,3,2,545000,"ENGEL & VOELKERS","E",189,"E",39,2022-03-22,"No","No",1865,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3707.48299319728
7660,"Diagonal Mar - La Mar Bella",88,2,2,780000,"ENGEL & VOELKERS","D",71,"D",15,2022-03-22,"Yes","Yes",2004,"No","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",8863.63636363636
7661,"Poble Sec",60,2,1,252000,"GRUP HABITAT","G",999,"G",999,2022-04-04,"No","No",1920,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4200
7662,"St. Pere - Sta. Caterina - El Born",90,1,2,875000,"All Houses Bcn","C",45,"B",8,2022-03-24,"Yes","Yes",1934,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",9722.22222222222
7663,"Sagrada Família",105,2,1,419500,"FINCAS ANZIZU","G",267,"F",55,2022-03-29,"Yes","Yes",1976,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Eixample",3995.2380952381
7664,"Sant Martí",65,3,1,219000,"MATCHOME BARCELONA","D",21,"E",104,2022-04-07,"No","No",1967,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3369.23076923077
7666,"Diagonal Mar - La Mar Bella",88,2,2,799000,"ENGEL & VOELKERS","D",71,"D",15,2022-03-22,"Yes","Yes",2004,"No","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",9079.54545454545
7667,"Diagonal Mar - La Mar Bella",86,2,2,765000,"ENGEL & VOELKERS","D",85,"C",14,2022-03-22,"Yes","No",2005,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",8895.3488372093
7672,"Congrés - Indians",70,3,2,210000,"SERVEIS IMMOBILIARIS HOUSE STYLE","G",999,"G",999,2022-03-02,"Yes","No",1953,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3000
7673,"Diagonal Mar - La Mar Bella",88,2,2,762000,"ENGEL & VOELKERS","D",71,"D",15,2022-03-22,"Yes","Yes",2004,"No","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",8659.09090909091
7680,"Baix Guinardó",55,1,1,3e+05,"CENTURY 21 BZ","E",27,"E",156,2022-02-10,"No","No",2017,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",5454.54545454545
7681,"Raval",117,4,2,495000,"4PARETS","F",154,"F",61,2021-11-09,"No","No",1900,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4230.76923076923
7682,"Sant Antoni",75,1,1,290000,"GUIMAR CONSULTING","E",162,"E",34,2022-03-14,"No","No",1910,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3866.66666666667
7684,"Sants",94,3,3,365000,"RS GROUP","G",999,"G",999,2022-03-30,"Yes","Yes",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3882.97872340426
7685,"Sagrada Família",95,3,2,505000,"CASAMIRI","E",149,"E",31,2022-03-06,"Yes","Yes",1955,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5315.78947368421
7687,"Camp de l´Arpa",117,3,2,635000,"BUSQUETS GALVEZ","G",999,"G",999,2022-01-31,"Yes","No",2022,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",5427.35042735043
7690,"Les Corts",98,4,2,550000,"Next Door Bcn","G",999,"G",999,2022-03-11,"Yes","No",1985,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",5612.24489795918
7692,"Gòtic",64,2,1,325000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",167,"E",35,2022-01-29,"Yes","Yes",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5078.125
7693,"Hostafrancs",67,3,1,365000,"LA CASA AGENCY - ESTUDIO BUENOS AIRES","D",250,"D",21,2022-04-01,"Yes","No",2006,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",5447.76119402985
7695,"Dreta de l´Eixample",140,4,2,565000,"ENGEL & VOELKERS","G",999,"G",999,2022-03-22,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4035.71428571429
7698,"St. Pere - Sta. Caterina - El Born",55,1,1,330000,"ENGEL & VOELKERS","F",185,"F",46,2022-03-22,"Yes","No",2009,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Ciutat Vella",6000
7699,"Sagrada Família",87,2,1,229000,"FINCAS GP","E",181,"E",33,2022-03-26,"Yes","No",1942,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",2632.18390804598
7703,"Ciutat Meridiana",67,3,1,128000,"Elimit Fincas","G",999,"G",999,2021-12-15,"No","No",1974,"Yes","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",1910.44776119403
7704,"St. Pere - Sta. Caterina - El Born",105,2,2,8e+05,"CAMBRA DE LA PROPIETAT DE BARCELONA","C",45,"B",8,2022-03-01,"Yes","No",1934,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7619.04761904762
7705,"Badal",69,3,1,320000,"LA CASA AGENCY","C",110,"C",110,2022-04-01,"No","No",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4637.68115942029
7707,"Raval",52,1,1,189000,"INMODERNA GSI","G",319,"G",67,2022-02-01,"No","No",1850,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3634.61538461538
7708,"Badal",72,3,1,230000,"LA CASA AGENCY - ESTUDIO BUENOS AIRES","E",198,"E",14,2022-02-11,"Yes","No",1970,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sants Montjuic",3194.44444444444
7709,"Raval",52,1,1,189000,"SANS SERVEIS","G",319,"G",67,2022-01-19,"No","No",1850,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3634.61538461538
7710,"Raval",52,1,1,189000,"GOLDEN SQUARE BARCELONA","G",319,"G",67,2022-03-08,"No","No",1850,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3634.61538461538
7712,"Raval",52,1,1,189000,"SELECTIA IMMO","G",319,"G",67,2022-01-14,"No","No",1850,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3634.61538461538
7713,"Dreta de l´Eixample",73,2,2,860000,"Berkshire Hathaway Home Services Barcelona","G",999,"G",999,2022-01-25,"Yes","Yes",2000,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",11780.8219178082
7714,"Vallbona",100,3,1,159000,"La Casa Agency - Punt Sant Cugat","G",999,"G",99,2022-04-03,"No","Yes",1992,"Yes","No","No","No","No","No","No","No","No","No","No","Nou Barris",1590
7718,"Esquerra Baixa de l´Eixample",175,5,3,660000,"ALL4FLAT","E",156,"E",28,2022-03-03,"No","No",1963,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3771.42857142857
7720,"Esquerra Alta de l´Eixample",110,3,2,645000,"Atico/Noramarti","G",267,"F",56,2022-01-21,"No","No",1930,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5863.63636363636
7723,"Dreta de l´Eixample",64,2,2,590000,"BCN ADVISORS","G",999,"G",999,2021-12-01,"Yes","No",2019,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Eixample",9218.75
7727,"Esquerra Alta de l´Eixample",64,2,2,590000,"BCN ADVISORS","G",999,"G",999,2021-12-01,"Yes","No",2019,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Eixample",9218.75
7728,"Dreta de l´Eixample",62,1,1,695000,"ESCOGE","G",111,"G",111,2022-03-23,"No","No",1996,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",11209.6774193548
7731,"Sagrada Família",87,2,3,449000,"Duran Carasso Barcelona Gestion Inmobiliaria","E",150,"E",31,2022-03-25,"Yes","No",1931,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5160.91954022988
7732,"Sagrada Família",87,2,3,449000,"RIBAMAS IMMOBILIARIA","E",150,"E",31,2022-03-11,"Yes","No",1931,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5160.91954022988
7734,"La Verneda - La Pau",89,3,1,215000,"LA CASA AGENCY - LLEFIA REAL ESTATE","G",999,"G",999,2022-03-12,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2415.73033707865
7735,"Sant Antoni",165,4,2,655000,"ENGEL & VOELKERS","E",132,"E",27,2022-03-22,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3969.69696969697
7739,"Putget - Farró",48,1,1,427250,"ENGEL & VOELKERS","G",25,"A",4,2022-03-22,"Yes","No",2020,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",8901.04166666667
7740,"Sant Gervasi - Galvany",90,1,1,626000,"BCN ADVISORS","G",999,"G",999,2022-02-22,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",6955.55555555556
7746,"Sant Martí",85,3,1,235000,"LA CASA GRUP","F",999,"F",99,2022-04-02,"No","No",1968,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2764.70588235294
7748,"Putget - Farró",48,1,1,448250,"ENGEL & VOELKERS","G",25,"A",4,2022-03-22,"Yes","No",2020,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",9338.54166666667
7751,"Gòtic",103,3,1,430000,"ENGEL & VOELKERS","F",38,"E",190,2022-03-22,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4174.7572815534
7757,"El Clot",81,3,1,258000,"LA CASA AGENCY","G",999,"G",999,2022-03-24,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3185.18518518519
7769,"Congrés - Indians",123,3,2,545000,"ENGEL & VOELKERS","G",999,"G",999,2022-03-22,"Yes","No",1974,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4430.89430894309
7771,"St. Pere - Sta. Caterina - El Born",70,2,2,490000,"Berkshire Hathaway Home Services Barcelona","F",101,"G",50,2022-01-25,"Yes","No",1890,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7000
7772,"Sagrada Família",110,5,2,395000,"La Casa Agency - Punt Sant Cugat","E",107,"E",22,2022-03-24,"Yes","No",1966,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3590.90909090909
7773,"Sagrada Família",110,5,2,395000,"La Casa Agency - Punt Sant Cugat","E",107,"E",22,2022-03-25,"Yes","No",1966,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3590.90909090909
7781,"St. Pere - Sta. Caterina - El Born",93,2,2,720000,"BCN ADVISORS","G",999,"G",999,2021-12-17,"Yes","No",1946,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7741.93548387097
7788,"Diagonal Mar - La Mar Bella",109,3,2,801000,"ENGEL & VOELKERS","E",125,"D",22,2022-03-22,"Yes","Yes",2003,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",7348.62385321101
7789,"Glòries El Parc",81,3,1,268350,"ALL4FLAT","E",172,"E",36,2022-02-07,"No","Yes",1955,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3312.96296296296
7792,"Barceloneta",98,2,2,495000,"BCN ADVISORS","G",999,"G",999,2022-03-14,"Yes","No",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5051.02040816327
7794,"Putget - Farró",100,2,2,495000,"Barcelona International","D",83,"D",28,2022-04-08,"Yes","No",1900,"Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Sarria Sant Gervasi",4950
7795,"Esquerra Alta de l´Eixample",77,2,1,450000,"ALTING GRUPO INMOBILIARIO","F",187,"E",41,2022-02-17,"Yes","No",1963,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5844.15584415584
7796,"Poble Sec",66,3,1,250000,"ALL4FLAT","E",98,"E",24,2022-03-07,"No","Yes",1910,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3787.87878787879
7797,"Poblenou",112,3,2,807000,"Ver pisos - Serveis Immobiliaris","G",999,"G",999,2022-03-02,"Yes","No",2017,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",7205.35714285714
7800,"Poblenou",156,3,2,719000,"Ver pisos - Serveis Immobiliaris","G",999,"G",999,2022-03-03,"Yes","No",2017,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4608.97435897436
7803,"Les Corts",139,3,2,895000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",128,"E",27,2022-03-25,"No","Yes",1967,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",6438.84892086331
7804,"Carmel",50,3,1,105000,"Elimit Fincas","G",371,"G",74,2022-01-27,"No","No",1968,"No","Yes","No","No","No","No","No","No","No","No","No","Horta Guinardo",2100
7813,"Sant Gervasi - Galvany",108,3,2,590000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","G",270,"F",57,2021-12-22,"No","No",1975,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",5462.96296296296
7815,"Guinardó",121,3,2,402000,"GUIMAR CONSULTING","D",85,"D",17,2022-03-24,"No","No",2009,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",3322.31404958678
7816,"Esquerra Baixa de l´Eixample",77,3,2,193000,"Peralada.com","E",136,"E",35,2022-03-15,"No","No",1903,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",2506.49350649351
7817,"Sagrada Família",87,4,2,315000,"Reddfincas3000","G",999,"G",999,2022-03-22,"Yes","No",1966,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",3620.68965517241
7823,"Esquerra Baixa de l´Eixample",125,3,2,599000,"Immobens","F",161,"F",123,2022-03-10,"Yes","Yes",1983,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4792
7824,"Pedralbes",63,3,2,385000,"Disseny i Habitatge","G",999,"G",999,2022-04-04,"No","No",1963,"Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Les Corts",6111.11111111111
7825,"Sants",72,3,1,249000,"LA CASA AGENCY","E",45,"F",215,2022-04-06,"No","No",1980,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3458.33333333333
7830,"Dreta de l´Eixample",145,3,2,8e+05,"ENGEL & VOELKERS","G",553,"G",98,2022-03-22,"Yes","No",1910,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5517.24137931035
7831,"Sagrada Família",99,3,1,670000,"ENGEL & VOELKERS","E",156,"E",27,2022-03-22,"Yes","Yes",1965,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",6767.67676767677
7833,"Dreta de l´Eixample",71,2,1,448000,"ENGEL & VOELKERS","E",193,"E",32,2022-03-22,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",6309.85915492958
7837,"Provençals del Poblenou",97,3,1,239000,"HiHOMiE","F",999,"F",999,2022-02-01,"Yes","No",1963,"No","No","No","No","No","Yes","No","No","No","No","No","Sant Marti",2463.9175257732
7838,"Sants",60,1,1,215000,"GALA FINQUES","D",100,"D",20,2022-03-16,"No","No",1900,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3583.33333333333
7840,"Poblenou",58,3,1,230000,"TUKSA","E",165,"F",42,2022-02-22,"No","No",1970,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3965.51724137931
7843,"Diagonal Mar - La Mar Bella",109,3,2,818000,"ENGEL & VOELKERS","E",125,"D",22,2022-03-22,"Yes","Yes",2003,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",7504.5871559633
7846,"Raval",59,3,1,255000,"ENGEL & VOELKERS","E",182,"F",46,2022-03-22,"Yes","No",1825,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4322.03389830509
7847,"Fort Pienc",110,3,2,515000,"ENGEL & VOELKERS","E",184,"F",47,2022-03-29,"Yes","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4681.81818181818
7849,"El Clot",85,3,2,360000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","G",999,"G",999,2022-02-17,"Yes","No",1978,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4235.29411764706
7851,"La Verneda - La Pau",150,4,2,280000,"LA CASA AGENCY - LLEFIA REAL ESTATE","G",999,"G",999,2022-03-10,"Yes","No",1963,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",1866.66666666667
7855,"Raval",72,2,1,297000,"ENGEL & VOELKERS","E",168,"E",35,2022-03-22,"Yes","No",1859,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4125
7856,"Vila de Gràcia",80,2,1,425000,"ENGEL & VOELKERS","C",53,"C",11,2022-03-25,"Yes","No",2018,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Gracia",5312.5
7860,"Glòries El Parc",87,4,2,445000,"TUKSA","E",119,"D",23,2022-02-09,"No","No",1973,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",5114.94252873563
7861,"Raval",138,3,2,399000,"ENGEL & VOELKERS","E",135,"E",28,2022-03-22,"Yes","No",1850,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",2891.30434782609
7862,"Sant Martí",68,2,1,225000,"LA CASA AGENCY","E",129,"E",31,2022-04-07,"No","No",1966,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3308.82352941176
7866,"Gòtic",105,5,2,399000,"WINHUD","E",183,"F",47,2022-04-07,"No","Yes",1900,"No","No","No","No","No","No","No","No","No","No","No","Ciutat Vella",3800
7870,"Sagrada Família",115,3,2,505000,"ENGEL & VOELKERS","E",159,"E",33,2022-03-22,"Yes","No",1955,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4391.30434782609
7871,"Esquerra Alta de l´Eixample",109,2,3,530000,"ENGEL & VOELKERS","E",163,"E",34,2022-03-22,"Yes","No",1910,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4862.38532110092
7873,"Vilapicina - Torre Llobeta",100,4,2,245000,"LA CASA GRUP","G",999,"G",99,2022-03-18,"Yes","No",1980,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2450
7874,"La Bordeta",76,3,1,210000,"A Tocar de Mar Serveis Immobiliaris","F",214,"E",45,2022-03-31,"No","No",1964,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2763.15789473684
7876,"Fort Pienc",81,3,1,4e+05,"TANDEM IMMOBILIARIA","E",30,"E",134,2022-03-23,"Yes","No",1980,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4938.27160493827
7877,"Sant Martí",86,3,1,245000,"LA CASA AGENCY","G",999,"G",999,2022-03-31,"Yes","No",1966,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2848.83720930233
7881,"St. Pere - Sta. Caterina - El Born",90,5,2,330000,"LA CASA AGENCY","E",175,"E",70,2022-04-06,"No","No",1900,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3666.66666666667
7882,"Sant Gervasi - Bonanova",132,3,2,850000,"The Home Hunter","E",999,"E",999,2022-03-30,"Yes","No",2008,"No","No","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",6439.39393939394
7883,"Baix Guinardó",70,2,2,365000,"TANDEM IMMOBILIARIA","E",120,"D",20,2022-03-23,"Yes","No",2006,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",5214.28571428571
7884,"Sarrià",68,3,1,525000,"DURAN CARASSO","E",102,"E",22,2022-01-29,"Yes","No",2011,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",7720.58823529412
7889,"Pedralbes",75,3,1,449000,"MAX CONSULTOR INMOBILIARIO","G",999,"G",999,2022-02-08,"No","No",1952,"No","No","No","No","No","Yes","Yes","No","No","No","No","Les Corts",5986.66666666667
7892,"Roquetes",90,2,2,215000,"iad España","F",330,"E",62,2022-04-08,"No","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2388.88888888889
7893,"Esquerra Baixa de l´Eixample",55,3,1,260000,"Prontopiso","C",999,"C",999,2022-03-16,"Yes","No",1930,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4727.27272727273
7894,"La Verneda - La Pau",88,3,1,230000,"Prontopiso","E",999,"E",999,2022-03-21,"No","No",1971,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2613.63636363636
7900,"Bon Pastor",72,2,1,150000,"HiHOMiE","E",999,"E",999,2022-02-22,"No","No",1969,"No","No","No","No","No","No","No","No","No","No","No","Sant Andreu",2083.33333333333
7901,"St. Pere - Sta. Caterina - El Born",83,2,1,360000,"Aincasa","E",131,"E",80,2022-02-10,"No","No",1880,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4337.34939759036
7903,"Fort Pienc",110,4,2,495000,"ENGEL & VOELKERS","B",168,"E",33,2022-03-22,"Yes","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4500
7904,"Dreta de l´Eixample",86,2,1,420000,"BCN ADVISORS","E",149,"E",26,2021-12-01,"Yes","No",1926,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4883.72093023256
7905,"Camp d´en Grassot - Gràcia N.",57,3,1,385000,"ENGEL & VOELKERS","F",215,"E",999,2022-03-29,"Yes","No",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",6754.38596491228
7906,"Raval",72,2,1,262500,"iad España","E",155,"E",44,2022-04-08,"No","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3645.83333333333
7907,"Camp de l´Arpa",90,3,2,350000,"DURAN CARASSO","C",197,"C",50,2022-01-29,"Yes","No",1978,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3888.88888888889
7908,"Vila Olímpica",139,4,2,740000,"Atico/Noramarti","E",106,"D",22,2022-03-18,"Yes","No",2003,"Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Sant Marti",5323.74100719424
7911,"St. Pere - Sta. Caterina - El Born",100,2,2,550000,"ENGEL & VOELKERS","E",188,"E",36,2022-03-22,"Yes","No",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5500
7912,"Sant Gervasi - Galvany",116,2,2,860000,"Volkshaus properties and investments","C",67,"C",11,2022-04-06,"Yes","Yes",2021,"Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Sarria Sant Gervasi",7413.79310344828
7913,"Dreta de l´Eixample",75,1,1,650000,"GRUP 90","E",116,"D",21,2022-03-21,"Yes","No",1996,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",8666.66666666667
