,Barri,Area,Habitacions,Lavabos,Preu,Immobiliaria,ConsumoEtiqueta,ConsumokW,EmisionesEtiqueta,Emisioneskg,Data anunci,Aire_acondicionat,Moblat,Any_construccio,Calefaccio,Transport_public_proper,Llar_de_foc,Obra_nova,Piscina_propia,Plaza_parking,Ascensor,Equipamient_esportiu,Jardi_comunitari,Piscina_comunitaria,Vigilancia,Districte
6266,Bon Pastor,50,3,1,139000.0,NUEVACASA,E,130.0,E,28.0,08/04/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6268,Poble Sec,81,2,2,335000.0,GOLDEN SQUARE BARCELONA,G,372.0,G,76.0,31/03/2022,0,0,1900,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6274,Vallcarca - Penitents,101,3,2,340000.0,GESVA,F,203.0,F,46.0,31/03/2022,1,0,1970,1,0,0,0,0,0,1,0,0,0,0,Gracia
6275,Vilapicina - Torre Llobeta,56,2,1,190000.0,INVERSIONES DEVOMART,G,999.0,G,999.0,31/01/2022,0,1,1963,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
6276,Besòs - Maresme,90,3,1,270000.0,LA CASA AGENCY,G,999.0,G,99.0,25/02/2022,0,0,1977,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6277,Vila de Gràcia,87,2,2,1060000.0,Vivendex,E,187.0,E,35.0,04/01/2022,1,0,2006,1,1,0,0,0,1,1,0,0,0,1,Gracia
6278,Fort Pienc,102,3,2,799000.0,ENGEL & VOELKERS,D,75.0,D,16.0,08/04/2022,1,1,1882,1,0,0,0,0,0,1,0,0,0,0,Eixample
6279,Vilapicina - Torre Llobeta,92,2,2,222500.0,INVERSIONES DEVOMART,G,999.0,G,999.0,28/03/2022,1,0,1958,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6281,El Coll,112,3,2,495000.0,iad España,C,50.0,B,8.0,08/04/2022,1,0,2019,1,0,0,0,0,0,1,0,0,1,0,Gracia
6283,Hostafrancs,68,3,1,325000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,C,256.0,C,25.0,18/03/2022,0,1,1960,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6285,Fort Pienc,172,3,2,1120000.0,Dcano,G,999.0,G,999.0,09/04/2022,1,0,2019,1,0,0,0,0,0,1,0,0,0,0,Eixample
6288,St. Pere - Sta. Caterina - El Born,99,2,2,850000.0,ENGEL & VOELKERS,E,127.0,D,21.0,01/04/2022,0,0,1850,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6290,Sagrada Família,105,2,1,419500.0,BCN FLATS,G,267.0,F,55.0,11/03/2022,1,1,1976,1,0,0,0,0,0,1,0,0,0,0,Eixample
6291,La Verneda - La Pau,128,4,2,199000.0,DON PISO - HOSPITALET,F,227.0,E,47.0,21/03/2022,0,0,1963,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6293,Raval,93,1,1,360000.0,MYLIFE REAL ESTATE,E,153.0,E,38.0,01/04/2022,1,0,1950,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6295,Sant Gervasi - Galvany,114,3,2,645000.0,GUIMAR CONSULTING,D,184.0,E,38.0,07/04/2022,0,0,1966,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6299,Sant Andreu,61,2,1,189000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,G,259.0,G,66.0,23/03/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6301,Sant Gervasi - Galvany,72,3,2,298000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,E,202.0,E,42.0,22/03/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6307,Sant Andreu,80,4,2,279000.0,NUEVACASA,E,50.0,E,100.0,25/03/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6310,La Sagrera,58,3,1,215000.0,DOLÇA LLAR,G,999.0,G,999.0,04/03/2022,0,0,1983,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6314,Gòtic,183,3,3,1115000.0,MYLIFE REAL ESTATE,C,51.0,C,12.0,01/04/2022,1,0,1968,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6326,Sagrada Família,75,3,1,259000.0,LA CASA AGENCY,F,300.0,F,120.0,02/04/2022,1,0,1955,1,0,0,0,0,0,1,0,0,0,0,Eixample
6327,Pedralbes,156,5,3,790000.0,Duran Carasso Barcelona Gestion Inmobiliaria,F,221.0,E,46.0,06/04/2022,0,0,1959,1,0,0,0,0,0,1,0,0,0,0,Les Corts
6329,Poble Sec,47,2,1,175000.0,Finques Navarrete,F,240.0,F,50.0,09/04/2022,1,0,1936,0,1,0,0,0,0,0,0,0,0,0,Sants Montjuic
6330,Dreta de l´Eixample,141,3,3,995000.0,ENGEL & VOELKERS,E,136.0,E,35.0,01/04/2022,1,0,1920,1,0,0,0,0,0,1,0,0,0,0,Eixample
6331,Esquerra Baixa de l´Eixample,122,3,2,693000.0,ENGEL & VOELKERS,A,27.0,B,4.0,07/04/2022,1,0,1900,1,0,0,0,0,0,1,0,0,0,0,Eixample
6334,Raval,121,3,2,675500.0,ENGEL & VOELKERS,E,147.0,E,27.0,06/04/2022,1,0,1936,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6335,Diagonal Mar - La Mar Bella,80,2,2,499000.0,ENGEL & VOELKERS,C,65.0,C,13.0,06/04/2022,0,0,2016,1,0,0,0,0,1,1,0,0,0,0,Sant Marti
6337,Esquerra Alta de l´Eixample,165,3,2,650000.0,ENGEL & VOELKERS,E,205.0,E,43.0,08/04/2022,1,0,1940,1,0,0,0,0,0,1,0,0,0,0,Eixample
6338,Dreta de l´Eixample,131,3,2,730000.0,LA CASA AGENCY GRANOLLERS,G,999.0,G,999.0,06/04/2022,1,0,1920,1,0,0,0,0,0,1,0,0,0,0,Eixample
6339,Les Corts,127,4,2,580000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,152.0,E,30.0,06/04/2022,1,0,1975,1,0,0,0,0,0,1,0,0,0,0,Les Corts
6372,Gòtic,88,3,2,583000.0,BCN ADVISORS,E,155.0,E,38.0,08/04/2022,1,0,1840,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6374,Sant Andreu,116,2,2,295000.0,LA CASA GRUP,G,999.0,G,99.0,08/04/2022,0,0,2008,1,0,0,0,0,1,1,0,0,0,0,Sant Andreu
6388,Verdun,79,2,1,180500.0,Tu Solución Inmobiliaria (Activa),E,155.0,E,27.0,07/04/2022,1,0,1996,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
6389,Poble Sec,82,2,1,257250.0,SIMURBA,G,999.0,G,999.0,11/02/2022,0,0,1977,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6390,Esquerra Baixa de l´Eixample,78,2,2,435000.0,Dominio Investment & Real Estate,C,52.0,C,10.0,29/03/2022,1,0,1965,0,0,0,0,0,0,1,0,0,0,0,Eixample
6392,Sagrada Família,90,3,1,350000.0,CLIKALIA,E,280.0,E,30.0,07/04/2022,1,0,1967,1,0,0,0,0,0,1,0,0,0,0,Eixample
6396,Vila de Gràcia,90,2,2,430000.0,THE WHITE SIDE,E,164.0,E,34.0,08/04/2022,0,0,1903,1,0,0,0,0,0,1,0,0,0,0,Gracia
6397,Trinitat Vella,48,2,1,156000.0,SELECTIA IMMO,E,157.0,F,40.0,06/04/2022,0,0,2000,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6400,Vallcarca - Penitents,161,5,2,595000.0,VIVENDEX SITGES,E,130.0,E,28.0,05/04/2022,1,0,1925,1,0,0,0,0,0,1,0,0,0,0,Gracia
6402,Camp de l´Arpa,78,3,1,275000.0,FAMILY NEST,D,234.0,D,343.0,27/01/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6405,Sant Gervasi - Galvany,170,3,2,1190000.0,PROPERTIES INVESTMENT MADRID-,D,90.0,D,18.0,08/04/2022,1,0,1965,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6406,Raval,105,4,2,425000.0,MATCHOME BARCELONA,E,171.0,E,35.0,01/04/2022,0,0,1977,1,0,0,0,0,1,1,0,0,0,0,Ciutat Vella
6407,Congrés - Indians,76,3,1,230000.0,CLIKALIA,F,423.0,F,32.0,07/04/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6409,Turó de la Peira - Can Peguera,65,3,1,220000.0,LA CASA AGENCY SANT ANDREU,E,999.0,E,99.0,05/04/2022,1,0,1973,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6415,Sagrada Família,90,1,1,449000.0,BCN ADVISORS,E,348.0,D,59.0,04/04/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Eixample
6420,Raval,171,3,2,780000.0,ENGEL & VOELKERS,E,127.0,E,26.0,08/04/2022,1,0,1900,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6422,Les Corts,52,2,1,104000.0,FINQUES GIRAMON,G,999.0,G,999.0,18/03/2022,0,1,1966,0,0,0,0,0,0,1,0,0,0,0,Les Corts
6424,Poble Sec,55,3,1,249000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,E,29.0,F,223.0,28/03/2022,0,0,1929,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6425,Sant Andreu,120,4,2,484000.0,DOLÇA LLAR,G,999.0,G,999.0,07/02/2022,1,0,2001,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6430,Esquerra Alta de l´Eixample,139,3,2,626000.0,GUIMAR CONSULTING,F,214.0,E,45.0,07/04/2022,0,0,1949,0,0,0,0,0,0,1,0,0,0,0,Eixample
6432,Fort Pienc,92,4,2,425000.0,Smartplus30,E,156.0,E,32.0,26/11/2021,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
6435,Poble Sec,71,2,1,169000.0,Redpiso,F,123.0,F,25.0,31/03/2022,1,0,1941,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6451,Sant Gervasi - Bonanova,112,3,2,640000.0,ENGEL & VOELKERS,E,118.0,E,29.0,08/04/2022,1,0,1973,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6453,Vilapicina - Torre Llobeta,60,2,1,154000.0,CLAVEM REAL ESTATE,G,172.0,G,63.0,25/03/2022,1,0,1960,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
6454,Navas,87,4,2,160000.0,MAS VIDA,G,999.0,G,999.0,31/03/2022,0,1,1977,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6455,Badal,69,3,1,320000.0,Servicios De Intermediación Financiera La Casa Gru,C,110.0,C,110.0,09/03/2022,0,0,1972,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6460,Putget - Farró,70,3,1,350000.0,ENGEL & VOELKERS,E,165.0,E,32.0,05/04/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6462,Fort Pienc,85,3,2,292000.0,FINQUES BUSINFREU,E,999.0,E,999.0,01/01/2022,1,0,1936,1,0,0,0,0,0,1,0,0,0,0,Eixample
6463,Pedralbes,117,2,2,990000.0,HJAPON,D,81.0,D,17.0,08/04/2022,1,0,2010,1,0,0,0,0,0,1,0,0,1,0,Les Corts
6467,St. Pere - Sta. Caterina - El Born,105,1,1,499000.0,Inspire Boutique Apartments Barcelona,E,400.0,E,400.0,07/03/2022,1,1,2000,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6469,Sant Andreu,71,4,1,235000.0,DOLÇA LLAR,G,999.0,G,999.0,09/04/2022,1,0,1960,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6470,Vila de Gràcia,165,4,1,740000.0,"GESTIO INMOBILIARIA TURO, S.L.",E,141.0,E,24.0,08/04/2022,0,0,1930,1,0,0,0,0,0,1,0,0,0,0,Gracia
6475,Sant Gervasi - Bonanova,83,2,1,440000.0,BCN ADVISORS,G,999.0,G,999.0,08/04/2022,0,0,1928,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6477,Sant Martí,86,3,1,245000.0,LA CASA AGENCY GRANOLLERS,G,999.0,G,99.0,01/04/2022,1,0,1966,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6478,Poblenou,81,3,2,637000.0,Ver pisos - Serveis Immobiliaris,G,999.0,G,999.0,07/04/2022,1,0,2022,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6483,Sagrada Família,89,3,1,390000.0,CLIKALIA,E,110.0,D,23.0,07/04/2022,1,0,1957,1,0,0,0,0,0,1,0,0,0,0,Eixample
6487,Font de la Guatlla,65,2,1,460000.0,City Pisos SL,G,999.0,G,999.0,01/04/2022,1,0,2021,1,1,0,1,0,0,1,0,0,0,0,Sants Montjuic
6488,Sant Gervasi - Galvany,165,4,1,740000.0,"GESTIO INMOBILIARIA TURO, S.L.",E,141.0,E,24.0,09/04/2022,0,0,1930,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6489,Torre Baró,128,5,3,269000.0,Ara Home,D,93.0,D,19.0,07/04/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6490,Sant Ramon - Maternitat,83,4,2,365000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,E,121.0,E,21.0,16/03/2022,1,0,1977,0,0,0,0,0,0,1,0,0,0,0,Les Corts
6491,Vila de Gràcia,65,3,1,295000.0,CLIKALIA,E,280.0,E,29.0,07/04/2022,1,0,1965,1,0,0,0,0,0,1,0,0,0,0,Gracia
6492,Poblenou,71,3,1,330000.0,CLIKALIA,E,152.0,E,32.0,07/04/2022,1,0,1970,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6493,La Marina-Montjuïc,86,3,1,235000.0,CLIKALIA,E,150.0,E,31.0,07/04/2022,1,0,1974,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6494,Sagrada Família,56,2,1,250000.0,CLIKALIA,E,110.0,D,23.0,07/04/2022,1,0,1930,1,0,0,0,0,0,1,0,0,0,0,Eixample
6495,Sant Gervasi - Galvany,97,4,2,480000.0,CLIKALIA,E,171.0,E,36.0,07/04/2022,1,0,1951,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6496,Sant Antoni,89,3,2,410000.0,CLIKALIA,E,170.0,F,42.0,07/04/2022,1,0,1977,1,0,0,0,0,0,1,0,0,0,0,Eixample
6497,Provençals del Poblenou,70,3,1,255000.0,CLIKALIA,E,163.0,E,34.0,07/04/2022,1,0,1967,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6498,Sagrada Família,92,4,2,400000.0,CLIKALIA,E,114.0,E,28.0,07/04/2022,1,0,1949,1,0,0,0,0,0,1,0,0,0,0,Eixample
6499,Sagrada Família,90,3,1,380000.0,CLIKALIA,E,300.0,E,29.0,07/04/2022,1,0,1962,1,0,0,0,0,0,1,0,0,0,0,Eixample
6500,Sant Antoni,107,3,1,420000.0,CLIKALIA,E,200.0,E,27.0,07/04/2022,1,0,1963,1,0,0,0,0,0,1,0,0,0,0,Eixample
6501,Sant Andreu,61,3,1,240000.0,CLIKALIA,F,351.0,F,34.0,07/04/2022,1,0,1970,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6503,Navas,69,3,1,250000.0,CLIKALIA,E,193.0,E,40.0,07/04/2022,1,0,1944,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6504,Badal,64,3,1,255000.0,CLIKALIA,G,309.0,F,59.0,04/04/2022,1,0,1965,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6505,Sant Gervasi - Bonanova,87,3,2,295000.0,"GESTIO INMOBILIARIA TURO, S.L.",G,999.0,G,999.0,08/04/2022,0,0,1962,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6507,Sant Ramon - Maternitat,83,4,2,365000.0,"PUNT SAGRADA FAMILIA, S.L.",E,121.0,E,45.0,31/03/2022,1,0,1977,0,0,0,0,0,0,1,0,0,0,0,Les Corts
6510,Dreta de l´Eixample,158,4,2,900000.0,Berkshire Hathaway Home Services Barcelona,E,188.0,E,35.0,05/04/2022,0,0,1925,1,0,0,0,0,0,1,0,0,0,0,Eixample
6513,Sant Gervasi - Galvany,47,1,1,185000.0,"PUNT SAGRADA FAMILIA, S.L.",A,34.0,G,3.0,21/01/2022,0,0,1962,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6517,Poble Sec,54,2,1,220000.0,PIA,G,999.0,G,999.0,01/04/2022,1,1,2017,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
6519,Sagrada Família,72,3,1,298000.0,LA CASA GRUP,E,202.0,E,42.0,16/03/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Eixample
6523,El Clot,78,2,3,175000.0,Fernanuch S.L,G,999.0,G,999.0,07/04/2022,0,0,1900,0,1,0,0,0,0,0,0,0,0,0,Sant Marti
6524,Sant Gervasi - Galvany,67,1,1,185000.0,MYLIFE REAL ESTATE,D,69.0,C,11.0,01/04/2022,0,0,1962,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6526,Vilapicina - Torre Llobeta,76,2,1,245000.0,Graells Assessors,G,999.0,G,999.0,10/03/2022,1,1,1972,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6528,Sagrada Família,72,3,1,298000.0,LA CASA AGENCY,E,202.0,E,42.0,17/03/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Eixample
6529,Esquerra Alta de l´Eixample,41,1,1,203500.0,GUIMAR CONSULTING,G,243.0,F,51.0,08/04/2022,0,0,1933,1,0,0,0,0,0,1,0,0,0,0,Eixample
6533,La Verneda - La Pau,81,3,1,229000.0,NOVAVILA,G,999.0,G,999.0,07/04/2022,1,0,1968,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6535,Esquerra Baixa de l´Eixample,148,2,2,1200000.0,Metis Assets,C,62.0,C,65.0,06/04/2022,1,1,1850,1,0,1,1,0,0,1,0,1,0,1,Eixample
6536,Vila de Gràcia,50,2,1,215000.0,MATCHOME BARCELONA,E,146.0,E,27.0,01/04/2022,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,Gracia
6537,Provençals del Poblenou,81,3,1,258000.0,Servicios De Intermediación Financiera La Casa Gru,E,112.0,D,19.0,05/04/2022,0,0,1970,1,0,0,0,0,0,0,0,0,0,0,Sant Marti
6538,Sant Antoni,115,3,2,430000.0,CLIKALIA,E,106.0,D,22.0,07/04/2022,0,0,1966,1,0,0,0,0,0,1,0,0,0,0,Eixample
6541,Provençals del Poblenou,81,3,1,258000.0,LA CASA AGENCY,E,112.0,D,19.0,05/04/2022,0,0,1970,1,0,0,0,0,0,0,0,0,0,0,Sant Marti
6543,Sant Gervasi - Galvany,153,4,3,660000.0,DIAGONAL CASA,E,24.0,E,30.0,01/04/2022,0,0,1961,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6551,St. Pere - Sta. Caterina - El Born,168,3,2,775000.0,BCN ADVISORS,G,217.0,F,44.0,04/04/2022,0,0,1936,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6577,Provençals del Poblenou,81,3,1,258000.0,LA CASA GRUP,E,112.0,D,19.0,05/04/2022,0,0,1970,1,0,0,0,0,0,0,0,0,0,0,Sant Marti
6578,Sant Martí,69,3,1,229000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,E,215.0,E,13.0,10/02/2022,0,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6581,Vallcarca - Penitents,71,3,2,240000.0,"ESTUDI VIA JULIA, S.L",G,208.0,G,54.0,06/04/2022,0,0,1954,0,0,0,0,0,0,1,0,0,0,0,Gracia
6582,Porta,60,3,1,170200.0,"ESTUDI VIA JULIA, S.L",G,999.0,G,999.0,07/04/2022,0,0,1957,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6583,Dreta de l´Eixample,102,3,1,460000.0,ENGEL & VOELKERS,F,291.0,G,56.0,01/04/2022,0,0,1894,0,0,0,0,0,0,1,0,0,0,0,Eixample
6584,Dreta de l´Eixample,100,3,1,460000.0,ENGEL & VOELKERS,F,291.0,G,56.0,01/04/2022,0,0,1894,0,0,0,0,0,0,1,0,0,0,0,Eixample
6599,Dreta de l´Eixample,146,4,2,599000.0,ENGEL & VOELKERS,E,125.0,E,31.0,07/04/2022,0,0,1900,0,0,0,0,0,0,1,0,0,0,0,Eixample
6600,Vallcarca - Penitents,117,3,2,639000.0,FINQUES LEMI,E,999.0,E,999.0,04/04/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Gracia
6619,Sant Martí,71,2,1,170000.0,GOLDEN SQUARE BARCELONA,D,67.0,C,13.0,30/03/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6620,La Sagrera,58,2,1,145000.0,GAND HOUSE,E,145.0,E,29.0,21/01/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6621,Sant Martí,71,2,1,170000.0,HOMIM,D,67.0,C,13.0,30/03/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6622,Sant Ramon - Maternitat,116,2,2,394000.0,SIMURBA,E,207.0,E,35.0,28/03/2022,0,0,1970,1,0,0,0,0,0,1,0,0,0,0,Les Corts
6623,Turó de la Peira - Can Peguera,68,3,1,126000.0,MERCAT INMOBILIARI CATALA,D,1.0,D,1.0,09/03/2022,0,0,1957,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
6626,Sant Andreu,73,3,1,265000.0,CLIKALIA,E,166.0,E,35.0,07/04/2022,1,0,1967,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6627,Baix Guinardó,84,3,1,299000.0,CLIKALIA,E,211.0,E,44.0,07/04/2022,1,0,1967,1,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
6629,Vila de Gràcia,91,3,2,395000.0,GARLASA TRADE,G,999.0,G,999.0,08/04/2022,1,0,1964,1,0,0,0,0,1,1,0,0,0,0,Gracia
6630,Sant Andreu,114,2,2,435000.0,Hp Real Estate,G,999.0,G,999.0,08/03/2022,1,0,2010,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6631,Vila de Gràcia,96,3,2,422600.0,Ver pisos - Serveis Immobiliaris,D,72.0,C,15.0,07/04/2022,1,0,2019,1,0,0,0,0,0,1,0,0,0,0,Gracia
6636,Prosperitat,66,2,1,159900.0,La Casa Agency - Punt Sant Cugat,F,45.0,E,213.0,07/04/2022,1,1,1964,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6638,Prosperitat,66,2,1,159900.0,La Casa Agency Premium Sant Cugat,F,45.0,E,213.0,06/04/2022,1,1,1964,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6640,Sant Gervasi - Galvany,110,4,2,765000.0,GD Brokers Inmobiliarios,G,294.0,G,62.0,08/03/2022,1,0,1976,1,1,0,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
6641,Raval,71,2,1,245000.0,Metis Assets,D,85.0,D,85.0,06/04/2022,0,0,1905,0,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
6650,Esquerra Alta de l´Eixample,70,3,1,379900.0,INMODERNA GSI,E,186.0,E,38.0,07/03/2022,0,0,1892,0,0,0,0,0,0,1,0,0,0,0,Eixample
6651,Porta,39,1,1,185000.0,MACROFINCAS,G,999.0,G,999.0,05/04/2022,0,0,2015,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
6652,La Verneda - La Pau,86,3,1,187000.0,LA CASA AGENCY SANT ANDREU,G,999.0,G,99.0,09/04/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6655,Raval,51,1,1,230000.0,FINQUES BUSINFREU,E,999.0,E,999.0,07/04/2022,1,1,1920,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6656,Barceloneta,132,4,2,1050000.0,solarte Real Estate,E,119.0,E,25.0,08/04/2022,1,0,1974,0,0,0,0,0,1,1,0,0,0,0,Ciutat Vella
6662,Sant Ramon - Maternitat,83,4,1,365000.0,La Casa Agency - Punt Sant Pau,G,999.0,G,999.0,16/03/2022,1,0,1977,0,0,0,0,0,0,1,0,0,0,0,Les Corts
6663,Esquerra Alta de l´Eixample,80,3,1,440000.0,Habitatges Mir,D,195.0,D,33.0,23/03/2022,0,0,1963,0,0,0,0,0,0,1,0,0,0,0,Eixample
6665,Roquetes,71,4,1,155000.0,"ESTUDI VIA JULIA, S.L",G,999.0,G,999.0,06/04/2022,1,0,1966,1,0,0,0,0,0,0,0,0,0,0,Nou Barris
6666,Roquetes,65,3,1,169000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,G,999.0,G,999.0,23/03/2022,0,0,1971,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
6669,Fort Pienc,98,3,2,345000.0,ENGEL & VOELKERS,E,206.0,E,43.0,05/04/2022,0,0,1969,1,0,0,0,0,0,1,0,0,0,0,Eixample
6672,Congrés - Indians,70,3,1,222000.0,DOLÇA LLAR,G,999.0,G,999.0,28/03/2022,1,0,1966,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
6673,Baix Guinardó,85,3,1,299000.0,DOLÇA LLAR,G,999.0,G,999.0,09/03/2022,0,0,1969,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
6674,Baix Guinardó,55,1,1,300000.0,DON PISO - HOSPITALET,E,156.0,E,27.0,10/03/2022,1,0,1926,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
6679,Raval,117,4,2,495000.0,Belfinques Egara S.L.,F,236.0,F,49.0,01/04/2022,0,1,1900,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6681,Glòries El Parc,87,4,2,445000.0,MATCHOME BARCELONA,E,119.0,D,23.0,01/04/2022,0,0,1973,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
6685,St. Pere - Sta. Caterina - El Born,134,3,2,880000.0,QUATRECASES IMMOBILIARIS,E,152.0,E,46.0,09/04/2022,1,0,1928,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6686,Gòtic,80,2,2,468000.0,QUATRECASES IMMOBILIARIS,C,64.0,C,10.0,05/04/2022,1,0,2003,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
6687,Sant Ramon - Maternitat,85,4,1,304000.0,Duran Carasso Barcelona Gestion Inmobiliaria,G,259.0,F,54.0,08/04/2022,0,0,1968,1,0,0,0,0,0,1,0,0,0,0,Les Corts
6689,La Verneda - La Pau,76,3,1,164000.0,URBENORTE CATALUNYA,G,999.0,G,999.0,17/03/2022,0,0,1963,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6690,Sant Gervasi - Galvany,150,3,2,1295000.0,Dcano,G,234.0,G,60.0,09/04/2022,1,1,1995,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
6691,Camp de l´Arpa,85,3,1,349000.0,TECNOCASA - HOME GUINARDO,F,195.0,G,90.0,08/04/2022,0,0,1976,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6693,Sant Martí,86,3,1,245000.0,La Casa Agency - Punt Sant Pau,G,999.0,G,99.0,04/04/2022,1,0,1966,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
6694,Pedralbes,96,3,1,540000.0,"GESTIO INMOBILIARIA TURO, S.L.",E,173.0,E,36.0,08/04/2022,0,0,1956,1,0,0,0,0,0,1,0,0,0,0,Les Corts
